COD;EAN;PRODUCTO;CATEGORIA;SUBCATEGORIA;MARCA;FABRICANTE;PRECIO_LISTA;PRECIO_OFERTA;TIPO_OFERTA;FECHA;ID_BANDERA;BANDERA
;;QUESO REGGIANITO RALLADO SANCOR  100 GR;Lacteos;Quesos;S/D;S/D;3736;;;16/5/2025;600-001-10000;La Reina
;;BATATA LATA LA CAMPAGNOLA  700 GR;Lacteos;S/D;S/D;S/D;4963;;;16/5/2025;600-001-10000;La Reina
;;DULCE BATATA C/CHOCOLATE ARCOR  500 GR;Lacteos;S/D;S/D;S/D;2015;;;16/5/2025;600-001-10000;La Reina
;;DULCE BATATA C/CHOCOLATE ORIETA  500 GR;Lacteos;S/D;S/D;S/D;2349;;;16/5/2025;600-001-10000;La Reina
;;DULCE BATATA LISO ARCOR  500 GR;Lacteos;S/D;S/D;S/D;2033;;;16/5/2025;600-001-10000;La Reina
;;DULCE BATATA VAINILLA ORIETA  500 GR;Lacteos;S/D;S/D;S/D;2353;;;16/5/2025;600-001-10000;La Reina
;;DULCE D/LECHE BOTELLA SAN IGNACIO  450 GR;Lacteos;Leche;San Ignacio;San Ignacio;3568;;;16/5/2025;600-001-10000;La Reina
;;DULCE D/LECHE CLASICO LA SERENISIMA  400 GR;Lacteos;Leche;LA SERENISIMA;Mastellone;2647;;;16/5/2025;600-001-10000;La Reina
;;DULCE D/LECHE DIETETICO S/GLUTEN F SAN IGNACIO  450 GR;Lacteos;Leche;San Ignacio;San Ignacio;5104;;;16/5/2025;600-001-10000;La Reina
;;DULCE D/LECHE NOT ICE  250 GR;Lacteos;Leche;S/D;S/D;3928;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE CLASICO LA SERENISIMA    1 KG;Lacteos;Leche;LA SERENISIMA;Mastellone;8705;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE CLASICO MANFREY  400 GR;Lacteos;Leche;Manfrey;Coop Tamberos;2568;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE CLASICO MILKAUT  400 GR;Lacteos;Leche;Milkaut;Savencia;2917;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE COLONIAL LA SERENISIMA  250 GR;Lacteos;Leche;LA SERENISIMA;Mastellone;2078;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE DE CAMPO MILKAUT  395 GR;Lacteos;Leche;Milkaut;Savencia;2269;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE EL ROSQUINENSE    1 KG;Lacteos;Leche;S/D;S/D;4336;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE EL ROSQUINENSE  200 GR;Lacteos;Leche;S/D;S/D;1015;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE EL ROSQUINENSE  400 GR;Lacteos;Leche;S/D;S/D;1816;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE ESTILO COLONIAL LA SERENISIMA  400 GR;Lacteos;Leche;LA SERENISIMA;Mastellone;2938;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE LA PAULINA    1 KG;Lacteos;Leche;La Pulina;Saputo;7691;;;16/5/2025;600-001-10000;La Reina
;;DULCE DE LECHE LA PAULINA  250 GR;Lacteos;Leche;La Pulina;Saputo;2302;;;16/5/2025;600-001-10000;La Reina
;;CREMA DE LECHE - POTE LA PAULINA 350 CM3;Lacteos;Leche;La Pulina;Saputo;3300;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE - POTE LA PAULINA 200 CM3;Lacteos;Leche;La Pulina;Saputo;1900;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE DOBLE - POTE TREGAR 200 CM3;Lacteos;Leche;Tregar;Garcia Hnos;2480;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE DOBLE - POTE TREGAR 350 CM3;Lacteos;Leche;Tregar;Garcia Hnos;4000;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE - POTE ILOLAY 200 CM3;Lacteos;Leche;Ilolay;Savencia;2520;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE PARA BATIR - TETRA LA SERENISIMA 200 CM3;Lacteos;Leche;LA SERENISIMA;Mastellone;2440;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE SIN LACTOSA - POTE TONADITA 200 CM3;Lacteos;Leche;S/D;S/D;2195;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE DOBLE - POTE ILOLAY 350 CM3;Lacteos;Leche;Ilolay;Savencia;4595;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE - POTE MILKAUT 330 CM3;Lacteos;Leche;Milkaut;Savencia;4420;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE ZERO LACTOSA LA SERENISIMA 200 ML;Lacteos;Leche;LA SERENISIMA;Mastellone;2640;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE DOBLE - POTE MILKAUT 200 CM3;Lacteos;Leche;Milkaut;Savencia;2995;;;16/5/2025;400-001-10000;Kilbel
;;CREMA CHANTILLY CLˇSICA - SPRAY TREGAR 250 ML;Lacteos;Crema;Tregar;Garcia Hnos;9150;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE - POTE TONADITA 200 CM3;Lacteos;Leche;S/D;S/D;2090;;;16/5/2025;400-001-10000;Kilbel
;;CREMA DE LECHE - POTE TONADITA 350 CM3;Lacteos;Leche;S/D;S/D;3520;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON GRUYERE LA QUESERA 180 GR;Lacteos;Q. Crema;S/D;S/D;1840;1564;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON AZUL LA QUESERA 180 GR;Lacteos;Q. Crema;S/D;S/D;1840;1564;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CLˇSICO LA QUESERA 180 GR;Lacteos;Q. Crema;S/D;S/D;1840;1564;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON JAMΩN LA QUESERA 180 GR;Lacteos;Q. Crema;S/D;S/D;1840;1564;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA BLANCREM 290 GR;Lacteos;Q. Crema;S/D;S/D;2380;2142;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA CLˇSICO BLANCREM 290 GR;Lacteos;Q. Crema;S/D;S/D;2380;2142;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CLˇSICO LA PAULINA 190 GR;Lacteos;Q. Crema;La Pulina;Saputo;2270;2043;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON FONTINA LA PAULINA 190 GR;Lacteos;Q. Crema;La Pulina;Saputo;2270;2043;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE 4 QUESOS LA PAULINA 190 GR;Lacteos;Q. Crema;La Pulina;Saputo;2270;2043;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON JAMΩN LA PAULINA 190 GR;Lacteos;Q. Crema;La Pulina;Saputo;2270;2043;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE POR SALUT LIGHT LA PAULINA 190 GR;Lacteos;Q. Crema;La Pulina;Saputo;2270;2043;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE SALAME LA PAULINA 190 GR;Lacteos;Q. Crema;La Pulina;Saputo;2270;2043;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE BLANCO LIGHT TREGAR 290 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;2950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA TRADICIΩN LA PAULINA 290 GR;Lacteos;Q. Crema;La Pulina;Saputo;2370;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE BLANCO CLˇSICO LA SERENISIMA 290 GR;Lacteos;Q. Crema;LA SERENISIMA;Mastellone;2350;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE BLANCO CLˇSICO ORIGINAL LA SERENISIMA 290 GR;Lacteos;Q. Crema;LA SERENISIMA;Mastellone;2350;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA EQUILIBRIO LA PAULINA 290 GR;Lacteos;Q. Crema;La Pulina;Saputo;2370;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE DESCREMADO TREGAR 180 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA BALANCE CREMATTO 285 GR;Lacteos;Q. Crema;S/D;S/D;3200;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA CLˇSICO CREMATTO 285 GR;Lacteos;Q. Crema;S/D;S/D;3200;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CLˇSICO TREGAR 180 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA REDUCIDO EN CALOR≠AS TREGAR 190 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;1890;;;16/5/2025;400-001-10000;Kilbel
;;QUESO JAMΩN ADLER 100 GR;Lacteos;Quesos;Adler;Savencia;2430;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNT.CREMA CLASICO CASANCREM 290 GR;Lacteos;Quesos;Casancrem;Dannone;3950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE BLANCO CASANCREM 290 GR;Lacteos;Q. Crema;Casancrem;Dannone;3950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CLˇSICO FINLANDIA 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2480;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA CLˇSICO TREGAR 190 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;1890;;;16/5/2025;400-001-10000;Kilbel
;;QUESO FONTINA ADLER 100 GR;Lacteos;Quesos;Adler;Savencia;2430;;;16/5/2025;400-001-10000;Kilbel
;;QUESO GRUYERE ADLER 100 GR;Lacteos;Quesos;Adler;Savencia;2430;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA LIGHT CASANCREM 290 GR;Lacteos;Q. Crema;Casancrem;Dannone;3950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON QUESO AZUL MILKAUT 190 GR;Lacteos;Q. Crema;Milkaut;Savencia;2620;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON SALAME TREGAR 180 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE BLANCO CLˇSICO TREGAR 290 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;2950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNT.CHEDDAR TREGAR 180 GR;Lacteos;Quesos;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE JAMΩN Y PARMESANO FINLANDIA 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2480;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE SABOR ORIGINAL FINLANDIA 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2480;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CHEDDAR FINLANDIA 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2480;;;16/5/2025;400-001-10000;Kilbel
;;QUESO AZUL ADLER 100 GR;Lacteos;Quesos;Adler;Savencia;2430;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE LIGHT FINLANDIA 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2480;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE GRUYERE FINLANDIA 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2480;;;16/5/2025;400-001-10000;Kilbel
;;QUESO SALAME ADLER 100 GR;Lacteos;Quesos;Adler;Savencia;2430;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE MASCARPONE TREGAR 200 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;2990;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CLˇSICO MILKAUT 190 GR;Lacteos;Q. Crema;Milkaut;Savencia;2620;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE BALANCE FINLANDIA 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2480;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON JAMΩN MILKAUT 190 GR;Lacteos;Q. Crema;Milkaut;Savencia;2620;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CLˇSICO BALANCE MILKAUT 190 GR;Lacteos;Q. Crema;Milkaut;Savencia;2620;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON CIBOULETTE TREGAR 180 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE FINAS HIERBAS FINLANDIA 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2290;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CHEDDAR MILKAUT 190 GR;Lacteos;Q. Crema;Milkaut;Savencia;2620;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CON JAMΩN TREGAR 180 GR;Lacteos;Q. Crema;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE LIGHT PATAGONIA 200 GR;Lacteos;Q. Crema;S/D;S/D;1511,11;;;16/5/2025;400-001-10000;Kilbel
;;QUESO UNTABLE CREMA SABOR CIBOULETTE LA PAULINA 250 GR;Lacteos;Q. Crema;La Pulina;Saputo;2430;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME ENTERO VAINILLA ILOLAY 190 GR;Lacteos;Yogurt;Ilolay;Savencia;1080;918;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME ENTERO FRUTILLA ILOLAY 190 GR;Lacteos;Yogurt;Ilolay;Savencia;1080;918;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME ENTERO DULCE DE LECHE ILOLAY 190 GR;Lacteos;Yogurt;Ilolay;Savencia;1080;918;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME 0 % FRUTILLA - POTE ILOLAY 190 GR;Lacteos;Yogurt;Ilolay;Savencia;1080;918;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME 0 % VAINILLA ILOLAY 190 GR;Lacteos;Yogurt;Ilolay;Savencia;1080;918;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO FRUTILLA - SACHET ILOLAY 900 GR;Lacteos;Yogurt;Ilolay;Savencia;2170;1953;;16/5/2025;400-001-10000;Kilbel
;;YOGUR SABORIZADO DESCREMADO VAINILLA - POTE TREGAR 125 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;650;585;;16/5/2025;400-001-10000;Kilbel
;;YOGUR SABORIZADO DESCREMADO FRUTILLA - POTE TREGAR 125 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;650;585;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO VAINILLA - SACHET ILOLAY 900 GR;Lacteos;Yogurt;Ilolay;Savencia;2170;1953;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE DESCREMADO VAINILLA - SACHET ILOLAY 900 GR;Lacteos;Yogurt;Ilolay;Savencia;2170;1953;;16/5/2025;400-001-10000;Kilbel
;;YOGUR SABORIZADO ENTERO FRUTILLA - POTE TREGAR 125 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;650;585;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO DURAZNO - SACHET ILOLAY 900 GR;Lacteos;Yogurt;Ilolay;Savencia;2170;1953;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE DESCREMADO FRUTILLA - SACHET ILOLAY 900 GR;Lacteos;Yogurt;Ilolay;Savencia;2170;1953;;16/5/2025;400-001-10000;Kilbel
;;YOGUR SABORIZADO ENTERO DULCE DE LECHE - POTE TREGAR 125 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;650;585;;16/5/2025;400-001-10000;Kilbel
;;YOGUR SABORIZADO ENTERO VAINILLA - POTE TREGAR 125 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;650;585;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO FRUTILLA-KIWI - SACHET ILOLAY 900 GR;Lacteos;Yogurt;Ilolay;Savencia;2170;1953;;16/5/2025;400-001-10000;Kilbel
;;YOGUR SABORIZADO ENTERO VAINILLA - POTE RAMOLAC 125 GR;Lacteos;Yogurt;S/D;S/D;490;465,5;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON FRUTA ENTERO FRUTILLA - POTE RAMOLAC 160 GR;Lacteos;Yogurt;S/D;S/D;880;836;;16/5/2025;400-001-10000;Kilbel
;;YOGUR SABORIZADO ENTERO FRUTILLA - POTE RAMOLAC 125 GR;Lacteos;Yogurt;S/D;S/D;490;465,5;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON FRUTA ENTERO DURAZNO - POTE RAMOLAC 160 GR;Lacteos;Yogurt;S/D;S/D;880;836;;16/5/2025;400-001-10000;Kilbel
;;YOGUR NATURAL SIN AZúCAR AGREGADO TREGAR 280 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1990;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR NATURAL YOGURISIMO 300 GR;Lacteos;Yogurt;Yogurisima;Dannone;2600;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR NATURAL SIN AZúCAR AGREGADO TREGAR 140 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1280;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON CEREAL DESCREMADO - POTE TREGAR 164 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1240;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO VAINILLA - SACHET GRAN COMPRA 900 GR;Lacteos;Yogurt;Gran Compra;Dannone;1520;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO FRUTILLA - SACHET MILKAUT 900 GR;Lacteos;Yogurt;Milkaut;Savencia;2290;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE 0% LACTOSA VAINILLA - SACHET MILKAUT 900 GR;Lacteos;Yogurt;Milkaut;Savencia;2830;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CREMOSO BALANCE  VAINILLA - POTE MILKAUT 190 GR;Lacteos;Yogurt;Milkaut;Savencia;1300;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO VAINILLA - SACHET RAMOLAC 1 KG;Lacteos;Yogurt;S/D;S/D;1480;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO FRUTILLA - SACHET GRAN COMPRA 900 GR;Lacteos;Yogurt;Gran Compra;Dannone;1520;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME ENTERO VAINILLA - POTE LA SERENISIMA 120 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;700;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME ENTERO FRUTILLA - POTE LA SERENISIMA 120 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;700;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO DESCREMADO VAINILLA - POTE LA SERENISIMA 120 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;700;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO DESCREMADO FRUTILLA - POTE LA SERENISIMA 120 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;700;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE NATURAL - SACHET YOGURISIMO 900 GR;Lacteos;Yogurt;Yogurisima;Dannone;3998;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE DESCREMADO FRUTILLA - SACHET RAMOLAC 1 KG;Lacteos;Yogurt;S/D;S/D;1540;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON CEREAL SABOR NATURAL LA SERENISIMA 159 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;1998;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO ENTERO VAINILLA - POTE LA SERENISIMA 120 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;700;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO ENTERO DURAZNO - POTE LA SERENISIMA 120 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;700;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO VAINILLA POTE GRAN COMPRA 120 GR;Lacteos;Yogurt;Gran Compra;Dannone;500;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE 0% LACTOSA FRUTILLA LA SERENISIMA 900 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;2999;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO FRUTILLA - SACHET RAMOLAC 1 KG;Lacteos;Yogurt;S/D;S/D;1540;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO NATURAL - POTE TREGAR 140 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1280;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE DESCREMADO DURAZNO - SACHET TREGAR 900 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME DESCREMADO VAINILLA DAHI 190 GR;Lacteos;Yogurt;S/D;S/D;1920;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR DESLACTOSADO PREBIOTICOS NATURAL DAHI 190 GR;Lacteos;Yogurt;S/D;S/D;2290;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON FRUTA ENTERO ARˇNDANO - POTE TREGAR 160 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1330;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE DESCREMADO FRUTILLA - SACHET TREGAR 900 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE DESCREMADO VAINILLA - SACHET TREGAR 900 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO NATURAL CON AZúCAR YOGURISIMO 190 GR;Lacteos;Yogurt;Yogurisima;Dannone;1800;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON FRUTA ENTERO MANGO Y MARACUYˇ TREGAR 160 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1460;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CREMOSO 0% LACTOSA VAINILLA - POTE MILKAUT 120 GR;Lacteos;Yogurt;Milkaut;Savencia;1020;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE DESCREMADO VAINILLA - SACHET LA SERENISIMA 900 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;1998;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR NATURAL ENDULZADO YOGURISIMO 300 GR;Lacteos;Yogurt;Yogurisima;Dannone;2600;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO FRUTILLA POTE GRAN COMPRA 120 GR;Lacteos;Yogurt;Gran Compra;Dannone;500;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO VAINILLA - PACK MILKAUT 120 GR;Lacteos;Yogurt;Milkaut;Savencia;800;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CREMOSO FRUTILLA MILKAUT 120 GR;Lacteos;Yogurt;Milkaut;Savencia;800;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO ENTERO COCO DAHI 170 GR;Lacteos;Yogurt;S/D;S/D;1500;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO FRUTILLA - SACHET TREGAR 900 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON FRUTA DESCREMADO ARˇNDANO - POTE TREGAR 160 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1330;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON CEREAL ENTERO - POTE TREGAR 164 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1240;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO VAINILLA - SACHET MILKAUT 900 GR;Lacteos;Yogurt;Milkaut;Savencia;2290;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME FRUTILLA POTE GRAN COMPRA 120 GR;Lacteos;Yogurt;Gran Compra;Dannone;500;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO ENTERO CON CAF? TREGAR 120 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1320;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO DURAZNO - SACHET MILKAUT 900 GR;Lacteos;Yogurt;Milkaut;Savencia;2290;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR ACTIVO BEBIBLE DESLACTOSADO FRUTILLA Y MANZANA - SACHET ACTIVIA 900 GR;Lacteos;Yogurt;S/D;S/D;5940;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE DESCREMADO VAINILLA - SACHET RAMOLAC 1 KG;Lacteos;Yogurt;S/D;S/D;1540;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON FRUTA DESCREMADA FRUTILLA - POTE TREGAR 160 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1330;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE ENTERO VAINILLA - SACHET TREGAR 900 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1950;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CREMOSO ENTERO FRUTILLA - POTE MILKAUT 180 GR;Lacteos;Yogurt;Milkaut;Savencia;1300;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR CON CEREAL DESCREMADO SABOR NATURAL LA SERENISIMA 157 GR;Lacteos;Yogurt;LA SERENISIMA;Mastellone;1998;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BEBIBLE BALANCE VAINILLA - SACHET MILKAUT 900 GR;Lacteos;Yogurt;Milkaut;Savencia;2290;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR ZERO LACTOSA SABOR NATURAL SER 300 GR;Lacteos;Yogurt;S/D;S/D;2600;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME VAINILLA POTE GRAN COMPRA 120 GR;Lacteos;Yogurt;Gran Compra;Dannone;500;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR FIRME ENTERO FRUTILLA - POTE MILKAUT 180 GR;Lacteos;Yogurt;Milkaut;Savencia;1150;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR ENTERO ESTILO GRIEGO ARˇNDANOS YOGURISIMO 125 GR;Lacteos;Yogurt;Yogurisima;Dannone;2890;;;16/5/2025;400-001-10000;Kilbel
;;YOGUR BATIDO NATURAL - POTE TREGAR 280 GR;Lacteos;Yogurt;Tregar;Garcia Hnos;1990;;;16/5/2025;400-001-10000;Kilbel
